timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311115252255366,534,222,112,0
20260311115253258974,595,222,126,0
20260311115254259671,601,222,127,0
20260311115255261744,588,222,124,0
20260311115256263057,590,222,125,0
20260311115257265914,595,222,126,0
20260311115258265188,589,222,124,0
20260311115259267161,588,222,124,0
20260311115300268372,589,222,124,0
20260311115301271537,589,221,124,0
20260311115302272070,592,222,125,0
20260311115303273346,595,222,126,0
20260311115304273891,587,222,124,0
20260311115305277045,587,222,124,0
20260311115306275950,590,222,125,0
20260311115307278115,589,222,125,0
20260311115308279185,590,222,125,0
20260311115309280185,596,222,126,0
20260311115310282736,589,222,125,0
20260311115311283204,589,222,125,0
20260311115312283921,603,222,128,0
20260311115313304691,629,222,134,0
