timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120829951456,503,222,105,0
20260311120830951555,440,222,89,0
20260311120831955151,468,222,96,0
20260311120832955813,464,222,95,0
20260311120833957874,462,222,95,0
20260311120834959816,462,222,95,0
20260311120835959475,463,222,95,0
20260311120836962285,462,222,95,0
20260311120837962931,461,222,95,0
20260311120838967588,463,222,95,0
20260311120839969694,463,222,95,0
20260311120840968246,464,222,95,0
20260311120841971191,463,222,95,0
20260311120842972276,464,222,95,0
20260311120843972549,461,222,95,0
20260311120844974802,462,222,95,0
20260311120845976034,462,222,95,0
20260311120846978674,463,222,95,0
20260311120847979768,464,221,95,0
20260311120848978846,463,221,95,0
20260311120849981808,463,222,95,0
20260311120850979014,462,222,95,0
20260311120851985504,463,222,95,0
20260311120852985614,394,222,79,0
20260311120853987772,393,222,79,0
20260311120855033458,503,222,105,0
