timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311122748491574,479,219,98,0
20260311122749494516,479,219,98,0
20260311122750491740,399,220,80,0
20260311122751502105,480,219,98,0
20260311122752499350,482,219,99,0
20260311122753500015,483,220,99,0
20260311122754500503,483,219,99,0
20260311122755502293,481,219,99,0
20260311122756503679,481,220,99,0
20260311122757504229,481,220,99,0
20260311122758504247,429,219,86,0
20260311122759504691,395,220,79,0
20260311122800507867,499,219,102,0
