timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311123928630914,480,219,98,0
20260311123929638077,404,219,80,0
20260311123930633546,472,219,96,0
20260311123931633554,465,219,95,0
20260311123932634966,467,219,95,0
20260311123933638616,466,219,95,0
20260311123934640889,466,219,95,0
20260311123935642958,465,219,95,0
20260311123936645556,465,219,95,0
20260311123937644601,465,219,95,0
20260311123938652120,466,220,95,0
20260311123939650995,467,220,95,0
20260311123940653015,466,220,95,0
20260311123941654876,465,220,95,0
20260311123942655975,466,220,95,0
20260311123943658381,464,220,95,0
20260311123944666741,465,220,95,0
20260311123945662055,465,220,95,0
20260311123946674326,465,220,95,0
20260311123947665515,464,220,95,0
20260311123948665864,466,220,95,0
20260311123949666748,465,220,95,0
20260311123950670592,466,219,95,0
20260311123951671489,394,220,78,0
20260311123952672508,426,220,86,0
20260311123953675550,520,219,108,0
