timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311123001858630,574,219,120,0
20260311123002861034,613,219,129,0
20260311123003860986,607,219,127,0
20260311123004863008,607,219,127,0
20260311123005862419,607,219,127,0
20260311123006869365,606,220,127,0
20260311123007865246,607,219,127,0
20260311123008863919,615,219,129,0
20260311123009867312,594,219,124,0
20260311123010865655,592,219,124,0
20260311123011866072,593,219,124,0
20260311123012867302,592,219,124,0
20260311123013867550,592,219,124,0
20260311123014870960,603,219,126,0
20260311123015869462,595,219,125,0
20260311123016870921,600,219,126,0
20260311123017871150,598,220,126,0
20260311123018872716,597,219,125,0
20260311123019875273,598,219,125,0
20260311123020875877,606,219,127,0
20260311123021876283,614,219,129,0
