timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311124007079771,536,220,112,1
20260311124008079607,570,220,119,0
20260311124009088123,625,219,132,0
20260311124010088192,635,219,134,0
20260311124011090624,632,219,133,0
20260311124012098006,633,219,133,0
20260311124013096692,629,219,132,0
20260311124014089074,628,219,132,0
20260311124015088970,642,219,135,0
20260311124016093602,635,219,134,0
20260311124017090796,632,219,133,0
20260311124018087320,633,220,133,0
20260311124019089619,636,220,134,0
20260311124020089239,633,220,133,0
