timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311121135293038,480,222,99,0
20260311121136295130,467,222,96,0
20260311121137292899,395,222,79,0
20260311121138297850,395,222,79,0
20260311121139301734,465,222,96,0
20260311121140300775,464,222,96,0
20260311121141303175,464,222,96,0
20260311121142304236,455,222,94,0
20260311121143306203,456,222,94,0
20260311121144307158,456,222,94,0
20260311121145307831,455,222,94,0
20260311121146309131,454,222,93,0
20260311121147309602,454,222,93,0
20260311121148311603,454,222,93,0
20260311121149312410,455,222,94,0
20260311121150327999,455,222,94,0
20260311121151314120,455,222,94,0
20260311121152316207,455,222,94,0
20260311121153318337,455,222,94,0
20260311121154319338,455,222,94,0
20260311121155320160,455,222,94,0
20260311121156323014,455,222,94,0
20260311121157323732,431,222,88,0
20260311121158363446,487,221,101,0
