timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311114952193615,501,222,104,0
20260311114953193662,508,222,105,0
20260311114954190318,413,222,83,0
20260311114955191784,467,222,96,0
20260311114956193148,476,222,98,0
20260311114957193893,476,222,98,0
20260311114958194627,475,222,98,0
20260311114959196650,474,222,98,0
20260311115000197819,475,222,98,0
20260311115001200997,476,222,99,0
20260311115002201745,474,222,98,0
20260311115003202487,476,222,99,0
20260311115004203514,475,222,98,0
20260311115005206386,474,222,98,0
20260311115006207705,475,222,98,0
20260311115007207113,477,222,99,0
20260311115008208019,476,222,99,0
20260311115009209874,475,222,98,0
20260311115010209700,474,222,98,0
20260311115011210059,476,222,99,0
20260311115012211810,475,222,98,0
20260311115013212451,476,222,99,0
20260311115014213239,476,222,98,0
20260311115015213617,410,222,83,0
20260311115016215335,409,222,83,0
