timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311122648911719,538,220,112,0
20260311122649911871,581,219,121,0
20260311122650912517,615,219,129,0
20260311122651913561,607,219,127,0
20260311122652914005,607,219,127,0
20260311122653918280,607,219,128,0
20260311122654919066,608,219,128,0
20260311122655929110,607,219,128,0
20260311122656920385,613,219,129,0
20260311122657919592,606,219,127,0
20260311122658918535,605,219,127,0
20260311122659922478,605,219,127,0
20260311122700921735,605,219,127,0
20260311122701922033,606,219,127,0
20260311122702922702,613,219,129,0
20260311122703925108,605,220,127,0
20260311122704925171,605,220,127,0
20260311122705925424,606,219,127,0
20260311122706929673,605,219,127,0
20260311122707929708,606,219,127,0
20260311122708929676,614,219,129,0
20260311122709928916,616,219,130,0
20260311122710930616,633,220,133,0
