timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311114417389530,465,221,96,9020
20260311114418388886,508,221,106,0
20260311114419395847,390,221,78,0
20260311114420386169,470,221,97,0
20260311114421385564,458,221,94,0
20260311114422386324,449,221,92,0
20260311114423388042,452,221,93,0
20260311114424387508,452,221,92,0
20260311114425387463,452,221,93,0
20260311114426387865,451,221,92,0
20260311114427388999,451,221,92,0
20260311114428389316,452,221,92,0
20260311114429390761,450,221,92,0
20260311114430391848,451,221,92,0
20260311114431390871,451,221,92,0
20260311114432393110,452,221,92,0
20260311114433392644,451,221,92,0
20260311114434393332,452,221,92,0
20260311114435394103,452,221,92,0
20260311114436394784,452,221,93,0
20260311114437398099,452,221,92,0
20260311114438398467,452,221,92,0
20260311114439401597,452,221,92,0
20260311114440402434,391,221,78,0
20260311114441402879,385,221,77,0
