timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120906988547,533,222,112,1
20260311120907988742,589,222,124,0
20260311120908994839,621,222,132,0
20260311120909990263,627,222,133,0
20260311120910992078,625,222,133,0
20260311120911994394,626,222,133,0
20260311120912994231,625,222,133,0
20260311120913995033,626,222,133,0
20260311120914998315,633,222,135,0
20260311120916001158,624,222,133,0
20260311120916999816,624,222,133,0
20260311120918001734,627,222,133,0
20260311120919004243,630,222,134,0
20260311120920003650,631,222,134,0
