timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120538557006,535,223,113,0
20260311120539559556,535,223,113,0
20260311120540560557,597,223,127,0
20260311120541560562,597,223,127,0
20260311120542563069,598,223,127,0
20260311120543563516,597,223,127,0
20260311120544570380,598,222,127,0
20260311120545568148,601,223,128,0
20260311120546568540,587,223,124,0
20260311120547569041,586,223,124,0
20260311120548569851,586,223,124,0
20260311120549570991,586,223,124,0
20260311120550571889,586,223,124,0
20260311120551574339,594,222,126,0
20260311120552575355,587,222,124,0
20260311120553576112,586,222,124,0
20260311120554577888,589,223,125,0
20260311120555579978,589,223,125,0
20260311120556580605,590,223,125,0
20260311120557582777,597,222,127,0
20260311120558584021,597,222,127,0
