timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311115050389001,488,222,102,0
20260311115051391126,527,222,110,0
20260311115052388830,418,222,85,0
20260311115053388871,463,222,95,0
20260311115054389104,496,222,103,0
20260311115055390460,495,222,103,0
20260311115056391176,494,222,103,0
20260311115057391722,493,222,103,0
20260311115058392471,489,222,102,0
20260311115059392999,489,222,102,0
20260311115100394068,489,222,102,0
20260311115101404052,409,222,83,0
20260311115102395822,480,222,99,0
