timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311122039703903,510,220,106,0
20260311122040706785,400,220,80,0
20260311122041704394,472,220,97,0
20260311122042710156,462,220,94,0
20260311122043713977,471,220,97,0
20260311122044715171,464,220,95,0
20260311122045713747,464,220,95,0
20260311122046716543,465,220,95,0
20260311122047715515,464,220,95,0
20260311122048717899,464,220,95,0
20260311122049719738,465,220,95,0
20260311122050721469,465,220,95,0
20260311122051723385,466,220,95,0
20260311122052723788,467,220,96,0
20260311122053726974,466,220,95,0
20260311122054726655,466,220,95,0
20260311122055728629,464,220,95,0
20260311122056729692,466,220,95,0
20260311122057729178,465,220,95,0
20260311122058732446,464,220,95,1
20260311122059733889,464,220,95,1
20260311122100735647,467,220,95,1
20260311122101738140,466,220,95,1
20260311122102738680,396,220,79,1
20260311122103739863,451,220,91,1
20260311122104866618,523,220,108,1
