timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120904962406,507,222,106,0
20260311120905965774,420,222,84,0
20260311120906963830,446,222,91,0
20260311120907969113,434,222,88,0
20260311120908972296,477,222,99,0
20260311120909973106,477,222,99,0
20260311120910983187,480,222,99,0
20260311120911976610,480,222,99,0
20260311120912976172,479,222,99,0
20260311120913979145,479,222,99,0
20260311120914983245,475,222,98,0
20260311120915990060,477,222,99,0
20260311120916983226,477,222,99,0
20260311120917985131,477,222,99,0
20260311120918987655,393,222,79,0
20260311120919984169,494,222,103,0
