timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311123034312998,510,219,105,0
20260311123035314691,510,219,105,0
20260311123036311475,398,219,79,0
20260311123037316963,398,219,79,0
20260311123038318359,475,219,97,0
20260311123039318651,474,219,97,0
20260311123040320372,471,219,96,0
20260311123041321923,471,219,96,0
20260311123042323003,470,219,96,0
20260311123043324395,471,219,96,0
20260311123044326944,470,219,96,0
20260311123045328527,471,219,96,0
20260311123046329105,470,219,96,0
20260311123047330451,457,219,93,0
20260311123048462623,476,219,97,0
