timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120930103997,484,223,101,0
20260311120931111550,450,223,91,0
20260311120932110835,403,223,81,0
20260311120933113977,445,222,91,0
20260311120934115665,517,222,108,0
20260311120935116494,518,222,108,0
20260311120936118594,518,222,108,0
20260311120937120204,518,222,108,0
20260311120938122959,517,223,108,0
20260311120939123840,517,223,108,0
20260311120940125105,514,222,107,0
20260311120941127789,403,223,81,0
20260311120942131535,469,223,97,0
