timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311121208229445,488,222,101,0
20260311121209232976,471,222,96,0
20260311121210230633,396,222,80,0
20260311121211235421,457,222,94,0
20260311121212236198,469,222,97,0
20260311121213238478,466,222,96,0
20260311121214239351,467,222,96,0
20260311121215240761,467,222,96,0
20260311121216244672,467,222,96,0
20260311121217245026,467,222,96,0
20260311121218245869,467,222,96,0
20260311121219255408,467,222,96,0
20260311121220248616,467,222,96,0
20260311121221250485,434,222,88,0
20260311121222290166,474,222,98,0
