timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120219627665,473,222,98,1
20260311120220630792,399,222,80,0
20260311120221633751,399,222,80,0
20260311120222635199,463,221,95,0
20260311120223635202,460,222,95,0
20260311120224639020,463,222,95,0
20260311120225642366,462,222,95,0
20260311120226642199,463,222,95,0
20260311120227644286,461,222,95,0
20260311120228645369,463,222,95,0
20260311120229646122,462,222,95,0
20260311120230648942,463,222,95,0
20260311120231650827,462,222,95,0
20260311120232650005,463,221,95,0
20260311120233652423,463,222,95,0
20260311120234652933,461,222,95,0
20260311120235655162,463,222,95,0
20260311120236657622,463,222,95,0
20260311120237654632,460,221,95,0
20260311120238656007,463,221,95,0
20260311120239658735,463,221,95,0
20260311120240659967,465,222,96,0
20260311120241662210,458,222,94,0
20260311120242666610,395,222,79,0
20260311120243667865,465,221,95,0
20260311120244730993,518,221,108,0
