timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311124249754208,561,220,117,0
20260311124250756128,611,220,128,0
20260311124251756156,609,220,128,0
20260311124252758587,606,220,127,0
20260311124253759547,606,220,127,0
20260311124254759042,606,220,127,0
20260311124255761495,604,221,127,0
20260311124256761278,598,221,126,0
20260311124257761762,592,221,125,0
20260311124258765920,589,221,124,0
20260311124259763934,589,221,124,0
20260311124300764104,589,221,124,0
20260311124301766192,589,221,124,0
20260311124302770775,601,221,127,0
20260311124303765263,591,220,124,0
20260311124304767234,593,220,125,0
20260311124305771333,593,221,125,0
20260311124306770253,593,221,125,0
20260311124307771451,592,221,125,0
20260311124308772053,598,221,126,0
20260311124309774484,631,221,134,0
