timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/03/14 13:33:37.305, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.34, 50
2026/03/14 13:33:38.320, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.33, 50
2026/03/14 13:33:39.321, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.28, 50
2026/03/14 13:33:40.324, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 7.77, 50
2026/03/14 13:33:41.327, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 13.32, 50
2026/03/14 13:33:42.328, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 14.49, 50
2026/03/14 13:33:43.328, 0, NVIDIA GB10, 5, 0, [N/A], [N/A], 13.28, 50
2026/03/14 13:33:44.328, 0, NVIDIA GB10, 24, 0, [N/A], [N/A], 12.31, 50
2026/03/14 13:33:45.329, 0, NVIDIA GB10, 3, 0, [N/A], [N/A], 11.28, 50
2026/03/14 13:33:46.330, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 40.66, 55
2026/03/14 13:33:47.330, 0, NVIDIA GB10, 26, 0, [N/A], [N/A], 40.19, 60
2026/03/14 13:33:48.331, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 83.38, 62
2026/03/14 13:33:49.331, 0, NVIDIA GB10, 88, 0, [N/A], [N/A], 61.80, 57
2026/03/14 13:33:50.332, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 45.25, 57
2026/03/14 13:33:51.332, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 31.62, 54
2026/03/14 13:33:52.333, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 83.01, 63
2026/03/14 13:33:53.333, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 68.80, 58
2026/03/14 13:33:54.334, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 44.88, 58
2026/03/14 13:33:55.334, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 35.37, 54
2026/03/14 13:33:56.335, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.58, 57
2026/03/14 13:33:57.335, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 36.42, 59
2026/03/14 13:33:58.336, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 33.58, 58
2026/03/14 13:33:59.336, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 29.76, 54
2026/03/14 13:34:00.337, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 48.12, 59
2026/03/14 13:34:01.337, 0, NVIDIA GB10, 83, 0, [N/A], [N/A], 32.89, 56
2026/03/14 13:34:02.338, 0, NVIDIA GB10, 69, 0, [N/A], [N/A], 25.34, 54
2026/03/14 13:34:03.338, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 40.17, 59
2026/03/14 13:34:04.339, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 35.88, 55
2026/03/14 13:34:05.339, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 32.53, 54
2026/03/14 13:34:06.340, 0, NVIDIA GB10, 31, 0, [N/A], [N/A], 34.14, 59
2026/03/14 13:34:07.340, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 34.60, 55
2026/03/14 13:34:08.341, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 69.40, 64
2026/03/14 13:34:09.342, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 74.69, 60
2026/03/14 13:34:10.342, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 45.81, 60
