timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/03/14 14:29:09.638, 0, NVIDIA GB10, 34, 0, [N/A], [N/A], 43.39, 62
2026/03/14 14:29:10.638, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 50.01, 70
2026/03/14 14:29:11.639, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 64.88, 66
2026/03/14 14:29:12.640, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 36.56, 62
2026/03/14 14:29:13.640, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 73.34, 71
2026/03/14 14:29:14.641, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 62.96, 66
2026/03/14 14:29:15.642, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 32.33, 62
2026/03/14 14:29:16.642, 0, NVIDIA GB10, 54, 0, [N/A], [N/A], 47.17, 63
2026/03/14 14:29:17.642, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 37.28, 66
2026/03/14 14:29:18.643, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 52.91, 70
2026/03/14 14:29:19.643, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 84.09, 72
2026/03/14 14:29:20.644, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 49.14, 67
2026/03/14 14:29:21.645, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 46.04, 67
2026/03/14 14:29:22.645, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 39.52, 63
2026/03/14 14:29:23.646, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 67.80, 72
2026/03/14 14:29:24.646, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 62.62, 67
2026/03/14 14:29:25.647, 0, NVIDIA GB10, 9, 0, [N/A], [N/A], 32.95, 63
2026/03/14 14:29:26.648, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 83.52, 72
2026/03/14 14:29:27.649, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 52.63, 67
2026/03/14 14:29:28.650, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 38.70, 72
2026/03/14 14:29:29.650, 0, NVIDIA GB10, 88, 0, [N/A], [N/A], 77.95, 68
2026/03/14 14:29:30.650, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 46.17, 67
2026/03/14 14:29:31.651, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 50.03, 72
2026/03/14 14:29:32.652, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 69.28, 68
2026/03/14 14:29:33.652, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 41.44, 64
2026/03/14 14:29:34.653, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 60.50, 73
2026/03/14 14:29:35.653, 0, NVIDIA GB10, 95, 0, [N/A], [N/A], 84.53, 74
2026/03/14 14:29:36.654, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 64.23, 69
2026/03/14 14:29:37.654, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 46.66, 69
2026/03/14 14:29:38.655, 0, NVIDIA GB10, 95, 0, [N/A], [N/A], 41.69, 72
2026/03/14 14:29:39.656, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 58.13, 68
2026/03/14 14:29:40.657, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 37.78, 72
2026/03/14 14:29:41.657, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 63.45, 68
2026/03/14 14:29:42.658, 0, NVIDIA GB10, 4, 0, [N/A], [N/A], 34.53, 67
2026/03/14 14:29:43.658, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 46.70, 64
2026/03/14 14:29:44.659, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 40.60, 68
2026/03/14 14:29:45.659, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 30.63, 68
2026/03/14 14:29:46.660, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 37.31, 64
2026/03/14 14:29:47.660, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 40.57, 68
2026/03/14 14:29:48.661, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 35.96, 68
2026/03/14 14:29:49.661, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 38.14, 64
2026/03/14 14:29:50.662, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 66.62, 73
2026/03/14 14:29:51.662, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 60.05, 68
2026/03/14 14:29:52.663, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.54, 68
2026/03/14 14:29:53.663, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.70, 68
2026/03/14 14:29:54.664, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.61, 68
2026/03/14 14:29:55.665, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 46.80, 68
2026/03/14 14:29:56.665, 0, NVIDIA GB10, 17, 0, [N/A], [N/A], 36.17, 69
2026/03/14 14:29:57.666, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 83.87, 74
2026/03/14 14:29:58.667, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 54.56, 69
