timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120334137625,487,221,101,0
20260311120335139171,473,221,97,0
20260311120336141450,396,221,79,0
20260311120337141545,467,221,95,0
20260311120338142593,519,221,108,0
20260311120339143631,519,221,108,0
20260311120340145163,519,221,108,0
20260311120341147771,518,221,108,0
20260311120342147499,518,221,108,0
20260311120343149321,519,221,108,0
20260311120344149429,519,221,108,0
20260311120345152156,397,221,79,0
20260311120346153763,472,221,98,0
