timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311121428793496,509,222,106,0
20260311121429796162,399,222,80,0
20260311121430794133,471,222,97,0
20260311121431801138,466,222,96,0
20260311121432801675,464,222,95,0
20260311121433803245,462,222,95,0
20260311121434803583,462,222,95,0
20260311121435805061,461,222,95,0
20260311121436807540,464,222,95,0
20260311121437808535,463,222,95,0
20260311121438808426,461,222,95,0
20260311121439809404,462,222,95,0
20260311121440811229,461,222,95,0
20260311121441811151,462,222,95,0
20260311121442812069,463,222,95,0
20260311121443815650,462,222,95,0
20260311121444816390,463,222,95,0
20260311121445817680,463,222,95,0
20260311121446820302,462,222,95,0
20260311121447821650,394,223,79,0
20260311121448823296,395,222,79,0
20260311121449824413,433,222,87,0
20260311121450825567,435,222,88,0
20260311121451827498,444,222,91,0
20260311121452830013,443,223,90,0
20260311121453828966,437,223,89,0
20260311121454831559,447,223,92,0
20260311121455832554,392,223,79,0
20260311121456835798,397,223,80,0
20260311121457836132,510,223,107,0
