timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311115026145578,508,222,106,0
20260311115027151563,514,222,107,0
20260311115028149038,411,223,83,0
20260311115029148951,465,222,95,0
20260311115030151112,492,222,102,0
20260311115031152336,492,222,102,0
20260311115032152995,488,222,102,0
20260311115033154786,494,222,103,0
20260311115034155857,489,222,102,0
20260311115035157846,490,222,102,0
20260311115036161047,490,222,102,0
20260311115037162137,493,222,102,0
20260311115038162699,493,222,102,0
20260311115039163457,493,222,102,0
20260311115040164083,408,222,82,0
20260311115041166639,485,222,101,0
