timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311123307059119,538,220,112,0
20260311123308059846,585,220,122,0
20260311123309064925,614,220,129,0
20260311123310062021,607,220,128,0
20260311123311063063,605,220,127,0
20260311123312064005,604,220,127,0
20260311123313063827,605,220,127,0
20260311123314064908,605,220,127,0
20260311123315065251,610,220,128,0
20260311123316066163,602,220,127,0
20260311123317065674,606,220,127,0
20260311123318067215,605,220,127,0
20260311123319067976,605,220,127,0
20260311123320067955,605,220,127,0
20260311123321069593,611,220,129,0
20260311123322069806,604,220,127,0
20260311123323070748,604,220,127,0
20260311123324070746,604,220,127,0
20260311123325071211,604,220,127,0
20260311123326073287,604,220,127,0
20260311123327072667,612,220,129,0
20260311123328072860,615,220,130,0
20260311123329073253,631,220,133,0
