timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311114710583154,536,221,112,0
20260311114711584632,536,221,112,0
20260311114712585879,597,221,126,0
20260311114713589466,597,221,126,0
20260311114714588663,596,221,126,0
20260311114715589816,600,221,127,0
20260311114716592571,591,221,125,0
20260311114717593394,592,221,125,0
20260311114718595813,594,221,125,0
20260311114719597499,593,221,125,0
20260311114720597062,601,221,127,0
20260311114721598606,601,221,127,0
20260311114722600085,591,221,125,0
20260311114723601931,591,221,125,0
20260311114724644519,591,221,125,0
20260311114725605156,592,221,125,0
20260311114726605527,593,221,125,0
20260311114727606044,597,221,126,0
20260311114728606408,591,221,125,0
20260311114729607143,591,221,125,0
20260311114730608324,595,221,126,0
