timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311115028108606,532,223,112,1
20260311115029115673,590,222,125,0
20260311115030116807,620,222,132,0
20260311115031117902,622,222,132,0
20260311115032119035,626,222,133,0
20260311115033120611,634,222,135,0
20260311115034122330,627,222,133,0
20260311115035123772,627,222,133,0
20260311115036126658,623,222,132,0
20260311115037126348,623,222,132,0
20260311115038127822,632,222,135,0
20260311115039129034,635,222,135,0
20260311115040130053,631,222,134,0
20260311115041132379,628,222,134,0
