timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311122959761970,481,220,99,0
20260311123000762047,402,219,80,0
20260311123001761601,477,219,97,0
20260311123002767809,461,219,94,0
20260311123003768326,463,219,94,0
20260311123004779085,464,219,94,0
20260311123005772397,461,219,94,0
20260311123006777161,459,220,94,0
20260311123007778643,460,219,94,0
20260311123008778195,461,219,94,0
20260311123009775702,461,219,94,0
20260311123010776383,460,219,94,0
20260311123011776937,460,219,94,0
20260311123012780600,461,219,94,0
20260311123013780808,460,219,94,0
20260311123014787880,460,219,94,0
20260311123015784226,459,219,93,0
20260311123016783891,461,219,94,0
20260311123017785171,460,220,94,0
20260311123018787494,459,219,94,0
20260311123019789015,462,219,94,0
20260311123020789408,459,219,93,0
20260311123021791643,444,219,89,0
20260311123022929502,515,219,106,0
