timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311122348435036,481,220,99,0
20260311122349438627,481,220,99,0
20260311122350434527,399,220,80,0
20260311122351440733,399,220,80,0
20260311122352442478,464,219,95,0
20260311122353443681,463,220,94,0
20260311122354444486,459,219,93,0
20260311122355445480,460,219,94,0
20260311122356446497,460,220,94,0
20260311122357448994,461,219,94,0
20260311122358448769,461,219,94,0
20260311122359449827,461,219,94,0
20260311122400450770,461,219,94,0
20260311122401452414,459,219,93,0
20260311122402453127,458,219,93,0
20260311122403456594,459,220,94,0
20260311122404455872,459,220,94,0
20260311122405457724,459,219,94,0
20260311122406457395,459,219,94,0
20260311122407462349,458,220,94,0
20260311122408461399,459,220,94,0
20260311122409457022,459,220,94,0
20260311122410459340,459,220,94,0
20260311122411565081,476,219,97,0
