timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311123341476207,490,220,101,0
20260311123342479116,490,220,101,0
20260311123343476854,399,220,80,0
20260311123344477469,399,220,80,0
20260311123345481282,480,220,99,0
20260311123346483791,481,220,99,0
20260311123347484787,479,220,98,0
20260311123348485279,482,220,99,0
20260311123349485181,480,220,99,0
20260311123350487752,481,220,99,0
20260311123351488832,482,220,99,0
20260311123352491189,482,220,99,0
20260311123353495862,482,220,99,0
20260311123354494430,402,220,80,0
20260311123355494005,402,220,80,0
20260311123356497329,518,220,107,0
