timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311122041795796,554,220,116,0
20260311122042796329,601,220,126,0
20260311122043798934,606,220,128,0
20260311122044798000,612,220,129,0
20260311122045799700,604,220,127,0
20260311122046802224,604,220,127,0
20260311122047801288,604,220,127,0
20260311122048802810,604,220,127,0
20260311122049804323,605,220,127,0
20260311122050807398,613,220,129,0
20260311122051807939,606,220,127,0
20260311122052808796,605,220,127,0
20260311122053811465,605,220,127,0
20260311122054812205,604,220,127,0
20260311122055813470,604,220,127,0
20260311122056814826,612,220,129,0
20260311122057815771,605,220,127,0
20260311122058817114,604,220,127,0
20260311122059818427,606,220,127,0
20260311122100820519,605,220,127,0
20260311122101821944,605,220,127,0
20260311122102823023,624,220,131,0
20260311122103825109,633,220,133,0
