timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311114708662154,489,221,101,0
20260311114709666456,489,221,101,0
20260311114710663312,421,221,85,0
20260311114711663822,421,221,85,0
20260311114712663280,481,221,99,0
20260311114713665394,472,221,97,0
20260311114714666087,470,221,97,0
20260311114715666455,471,221,97,0
20260311114716667457,469,221,97,0
20260311114717668158,470,221,97,0
20260311114718669889,470,221,97,0
20260311114719670192,470,221,97,0
20260311114720671113,470,221,97,0
20260311114721671496,471,221,97,0
20260311114722673179,470,221,97,0
20260311114723674543,471,221,97,0
20260311114725174922,470,221,97,0
20260311114726054626,470,221,97,0
20260311114727054441,470,221,97,0
20260311114728056325,470,221,97,0
20260311114729058069,471,221,97,0
20260311114730058651,467,221,96,0
20260311114731059884,487,221,101,0
