timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/03/14 14:20:34.620, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.30, 47
2026/03/14 14:20:35.636, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.30, 47
2026/03/14 14:20:36.637, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.25, 47
2026/03/14 14:20:37.638, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.25, 47
2026/03/14 14:20:38.642, 0, NVIDIA GB10, 1, 0, [N/A], [N/A], 7.91, 47
2026/03/14 14:20:39.642, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 13.99, 48
2026/03/14 14:20:40.643, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.10, 48
2026/03/14 14:20:47.246, 0, NVIDIA GB10, 22, 0, [N/A], [N/A], 11.43, 48
2026/03/14 14:20:48.246, 0, NVIDIA GB10, 23, 0, [N/A], [N/A], 12.05, 48
2026/03/14 14:20:49.247, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.31, 48
2026/03/14 14:20:50.247, 0, NVIDIA GB10, 9, 0, [N/A], [N/A], 11.33, 48
2026/03/14 14:20:51.247, 0, NVIDIA GB10, 9, 0, [N/A], [N/A], 11.38, 48
2026/03/14 14:20:52.248, 0, NVIDIA GB10, 9, 0, [N/A], [N/A], 11.37, 48
2026/03/14 14:20:53.248, 0, NVIDIA GB10, 9, 0, [N/A], [N/A], 11.34, 48
2026/03/14 14:20:54.250, 0, NVIDIA GB10, 23, 0, [N/A], [N/A], 11.64, 48
2026/03/14 14:20:55.250, 0, NVIDIA GB10, 22, 0, [N/A], [N/A], 11.80, 48
2026/03/14 14:20:56.250, 0, NVIDIA GB10, 22, 0, [N/A], [N/A], 11.62, 48
2026/03/14 14:20:57.251, 0, NVIDIA GB10, 24, 0, [N/A], [N/A], 11.78, 48
2026/03/14 14:20:58.251, 0, NVIDIA GB10, 18, 0, [N/A], [N/A], 11.43, 48
2026/03/14 14:20:59.251, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.35, 48
2026/03/14 14:21:00.252, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.38, 48
2026/03/14 14:21:01.252, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.38, 48
2026/03/14 14:21:02.252, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.43, 48
2026/03/14 14:21:03.253, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.39, 48
2026/03/14 14:21:04.253, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.36, 48
2026/03/14 14:21:05.254, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.39, 48
2026/03/14 14:21:06.254, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.36, 48
2026/03/14 14:21:07.255, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 11.42, 48
2026/03/14 14:21:08.255, 0, NVIDIA GB10, 9, 0, [N/A], [N/A], 11.34, 48
2026/03/14 14:21:09.255, 0, NVIDIA GB10, 9, 0, [N/A], [N/A], 11.33, 48
2026/03/14 14:21:10.256, 0, NVIDIA GB10, 8, 0, [N/A], [N/A], 11.29, 48
2026/03/14 14:21:11.256, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.09, 48
2026/03/14 14:21:12.257, 0, NVIDIA GB10, 86, 0, [N/A], [N/A], 44.03, 53
2026/03/14 14:21:13.257, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 42.17, 53
2026/03/14 14:21:14.258, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 45.97, 60
2026/03/14 14:21:15.259, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 89.43, 62
2026/03/14 14:21:16.260, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 89.23, 62
2026/03/14 14:21:17.261, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 46.16, 56
2026/03/14 14:21:18.261, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 44.54, 56
2026/03/14 14:21:19.262, 0, NVIDIA GB10, 75, 0, [N/A], [N/A], 61.06, 63
2026/03/14 14:21:20.263, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 90.13, 63
2026/03/14 14:21:21.264, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 66.04, 57
2026/03/14 14:21:22.265, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 44.95, 57
2026/03/14 14:21:23.266, 0, NVIDIA GB10, 60, 0, [N/A], [N/A], 39.86, 61
2026/03/14 14:21:24.267, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 42.73, 55
2026/03/14 14:21:25.267, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 42.19, 58
2026/03/14 14:21:26.268, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 43.85, 58
2026/03/14 14:21:27.268, 0, NVIDIA GB10, 84, 0, [N/A], [N/A], 42.09, 58
2026/03/14 14:21:28.269, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 39.02, 62
2026/03/14 14:21:29.270, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 47.02, 59
2026/03/14 14:21:30.271, 0, NVIDIA GB10, 88, 0, [N/A], [N/A], 33.60, 54
2026/03/14 14:21:31.271, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 56.30, 59
2026/03/14 14:21:32.272, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 42.88, 60
2026/03/14 14:21:33.273, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 41.11, 56
2026/03/14 14:21:34.273, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 48.15, 59
2026/03/14 14:21:35.274, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 43.73, 59
2026/03/14 14:21:36.275, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 44.24, 60
2026/03/14 14:21:37.275, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 44.24, 59
2026/03/14 14:21:38.276, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 45.11, 60
2026/03/14 14:21:39.277, 0, NVIDIA GB10, 55, 0, [N/A], [N/A], 38.92, 65
2026/03/14 14:21:40.278, 0, NVIDIA GB10, 88, 0, [N/A], [N/A], 47.39, 60
2026/03/14 14:21:41.279, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 33.24, 56
2026/03/14 14:21:42.279, 0, NVIDIA GB10, 95, 0, [N/A], [N/A], 86.50, 67
2026/03/14 14:21:43.280, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 90.02, 67
2026/03/14 14:21:44.281, 0, NVIDIA GB10, 88, 0, [N/A], [N/A], 52.27, 62
2026/03/14 14:21:45.281, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 37.44, 57
2026/03/14 14:21:46.282, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 75.21, 68
2026/03/14 14:21:47.282, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 91.01, 68
2026/03/14 14:21:48.282, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 59.30, 62
2026/03/14 14:21:49.283, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 45.91, 62
2026/03/14 14:21:50.284, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 50.40, 69
