timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/03/14 14:37:22.560, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.36, 51
2026/03/14 14:37:23.576, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.35, 51
2026/03/14 14:37:24.576, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 6.66, 51
2026/03/14 14:37:25.580, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.98, 51
2026/03/14 14:37:26.580, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.59, 51
2026/03/14 14:37:27.581, 0, NVIDIA GB10, 6, 0, [N/A], [N/A], 12.18, 51
2026/03/14 14:37:28.581, 0, NVIDIA GB10, 10, 0, [N/A], [N/A], 12.20, 51
2026/03/14 14:37:29.582, 0, NVIDIA GB10, 12, 0, [N/A], [N/A], 12.07, 51
2026/03/14 14:37:30.582, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 24.30, 56
2026/03/14 14:37:31.583, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 37.85, 52
2026/03/14 14:37:32.583, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 80.33, 63
2026/03/14 14:37:33.584, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 74.95, 59
2026/03/14 14:37:34.585, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 45.78, 58
2026/03/14 14:37:35.585, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 45.88, 59
2026/03/14 14:37:36.586, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 43.60, 56
2026/03/14 14:37:37.587, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 72.25, 65
2026/03/14 14:37:38.587, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 76.00, 61
2026/03/14 14:37:39.588, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.19, 60
2026/03/14 14:37:40.588, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.17, 60
2026/03/14 14:37:41.589, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 43.71, 58
2026/03/14 14:37:42.590, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 42.19, 61
2026/03/14 14:37:43.590, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 41.74, 63
2026/03/14 14:37:44.591, 0, NVIDIA GB10, 25, 0, [N/A], [N/A], 43.94, 61
2026/03/14 14:37:45.591, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 42.29, 61
2026/03/14 14:37:46.592, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 45.94, 61
2026/03/14 14:37:47.592, 0, NVIDIA GB10, 69, 0, [N/A], [N/A], 42.32, 62
2026/03/14 14:37:48.593, 0, NVIDIA GB10, 13, 0, [N/A], [N/A], 42.58, 62
2026/03/14 14:37:49.593, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 42.92, 64
2026/03/14 14:37:50.593, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 46.63, 62
2026/03/14 14:37:51.594, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.15, 62
2026/03/14 14:37:52.595, 0, NVIDIA GB10, 58, 0, [N/A], [N/A], 39.35, 62
2026/03/14 14:37:53.596, 0, NVIDIA GB10, 53, 0, [N/A], [N/A], 40.72, 62
2026/03/14 14:37:54.596, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 40.79, 65
2026/03/14 14:37:55.597, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 86.36, 68
2026/03/14 14:37:56.598, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 66.97, 64
2026/03/14 14:37:57.598, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 46.81, 64
2026/03/14 14:37:58.599, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.86, 64
2026/03/14 14:37:59.600, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 44.17, 67
2026/03/14 14:38:00.601, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 86.59, 70
2026/03/14 14:38:01.602, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 65.82, 65
2026/03/14 14:38:02.602, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 47.10, 65
2026/03/14 14:38:03.603, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 47.03, 65
2026/03/14 14:38:04.603, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 48.54, 69
2026/03/14 14:38:05.604, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 77.27, 66
2026/03/14 14:38:06.605, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.95, 65
2026/03/14 14:38:07.605, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.97, 65
2026/03/14 14:38:08.606, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 46.88, 69
2026/03/14 14:38:09.607, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 78.58, 66
2026/03/14 14:38:10.607, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 47.15, 66
2026/03/14 14:38:11.608, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 47.10, 66
2026/03/14 14:38:12.608, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 47.21, 66
2026/03/14 14:38:13.609, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 41.13, 62
2026/03/14 14:38:14.609, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 72.40, 67
2026/03/14 14:38:15.610, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 47.19, 66
2026/03/14 14:38:16.611, 0, NVIDIA GB10, 91, 0, [N/A], [N/A], 43.83, 70
2026/03/14 14:38:17.612, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 73.23, 67
2026/03/14 14:38:18.612, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 42.33, 63
2026/03/14 14:38:19.613, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 82.89, 73
2026/03/14 14:38:20.614, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 51.97, 67
2026/03/14 14:38:21.614, 0, NVIDIA GB10, 66, 0, [N/A], [N/A], 53.58, 73
2026/03/14 14:38:22.615, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 69.75, 67
2026/03/14 14:38:23.616, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 47.53, 68
2026/03/14 14:38:24.617, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 46.74, 68
2026/03/14 14:38:25.617, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 71.70, 73
2026/03/14 14:38:26.618, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 52.95, 68
2026/03/14 14:38:27.619, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 51.73, 73
2026/03/14 14:38:28.619, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 86.50, 74
2026/03/14 14:38:29.620, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 47.70, 68
2026/03/14 14:38:30.620, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 41.32, 68
2026/03/14 14:38:31.621, 0, NVIDIA GB10, 29, 0, [N/A], [N/A], 42.30, 68
2026/03/14 14:38:32.622, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 66.47, 74
2026/03/14 14:38:33.622, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 87.81, 73
2026/03/14 14:38:34.623, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 48.85, 69
2026/03/14 14:38:35.623, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 48.26, 69
2026/03/14 14:38:36.624, 0, NVIDIA GB10, 40, 0, [N/A], [N/A], 49.93, 74
2026/03/14 14:38:37.625, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 74.45, 69
2026/03/14 14:38:38.625, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 41.14, 70
2026/03/14 14:38:39.625, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 49.81, 69
2026/03/14 14:38:40.626, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 45.96, 73
2026/03/14 14:38:41.627, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 80.38, 70
2026/03/14 14:38:42.627, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 48.24, 69
2026/03/14 14:38:43.628, 0, NVIDIA GB10, 36, 0, [N/A], [N/A], 42.87, 69
2026/03/14 14:38:44.628, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 48.18, 69
2026/03/14 14:38:45.629, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 73.25, 75
2026/03/14 14:38:46.630, 0, NVIDIA GB10, 92, 0, [N/A], [N/A], 55.27, 70
2026/03/14 14:38:47.630, 0, NVIDIA GB10, 1, 0, [N/A], [N/A], 43.58, 69
2026/03/14 14:38:48.631, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 37.29, 65
2026/03/14 14:38:49.632, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 39.53, 65
2026/03/14 14:38:50.632, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 44.03, 69
2026/03/14 14:38:51.633, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 39.73, 65
2026/03/14 14:38:52.634, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 44.66, 66
2026/03/14 14:38:53.635, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 34.71, 65
2026/03/14 14:38:54.635, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 87.55, 75
2026/03/14 14:38:55.636, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 60.22, 69
2026/03/14 14:38:56.636, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 48.42, 70
2026/03/14 14:38:57.637, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 48.43, 70
2026/03/14 14:38:58.637, 0, NVIDIA GB10, 94, 0, [N/A], [N/A], 48.44, 69
2026/03/14 14:38:59.638, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 68.24, 75
2026/03/14 14:39:00.639, 0, NVIDIA GB10, 96, 0, [N/A], [N/A], 72.77, 70
