timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311120309245882,480,222,99,1
20260311120310247889,501,222,104,0
20260311120311245995,395,222,79,0
20260311120312246862,448,221,91,0
20260311120313247908,481,221,99,0
20260311120314249222,479,221,99,0
20260311120315248759,475,222,98,0
20260311120316249652,476,222,98,0
20260311120317250583,475,222,98,0
20260311120318251290,477,222,99,0
20260311120319253781,476,222,98,0
20260311120320255984,479,221,99,0
20260311120321255917,479,221,99,0
20260311120322257029,479,221,99,0
20260311120323259329,394,221,79,0
20260311120324259673,471,221,97,0
