timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311115837086838,533,221,112,0
20260311115838074935,582,221,122,0
20260311115839074490,600,221,127,0
20260311115840075186,591,221,125,0
20260311115841075952,591,221,125,0
20260311115842078905,590,221,125,0
20260311115843079621,590,221,125,0
20260311115844081350,594,221,125,0
20260311115845082797,602,221,127,0
20260311115846084267,593,221,125,0
20260311115847086168,593,221,125,0
20260311115848090081,591,221,125,0
20260311115849088657,591,221,125,0
20260311115850088602,596,221,126,0
20260311115851090793,599,222,127,0
20260311115852094763,591,221,125,0
20260311115853092319,591,221,125,0
20260311115854094770,591,221,125,0
20260311115855096184,588,221,124,0
20260311115856096653,591,221,125,0
20260311115857099140,616,221,131,0
