timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311114514696381,482,221,100,0
20260311114515697854,412,221,83,0
20260311114516699081,412,221,83,0
20260311114517697986,488,221,101,0
20260311114518698491,489,221,101,0
20260311114519698982,485,221,100,0
20260311114520698698,486,221,101,0
20260311114521699231,489,221,101,0
20260311114522701195,490,221,101,0
20260311114523702188,488,221,101,0
20260311114524702318,418,221,84,0
20260311114525702711,418,221,84,0
20260311114526704685,531,220,111,0
