timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311122646825883,497,220,102,0
20260311122647821743,414,220,82,0
20260311122648820472,457,220,93,0
20260311122649823178,425,219,85,0
20260311122650826564,469,219,96,0
20260311122651826000,467,219,95,0
20260311122652828212,467,219,95,0
20260311122653830278,467,219,95,0
20260311122654832084,467,219,95,0
20260311122655833266,466,219,95,0
20260311122656840442,466,219,95,0
20260311122657836441,466,219,95,0
20260311122658837406,467,219,95,0
20260311122659838528,466,219,95,0
20260311122700840473,466,219,95,0
20260311122701840862,466,219,95,0
20260311122702842345,466,219,95,0
20260311122703844490,466,220,95,0
20260311122704849687,466,220,95,0
20260311122705843812,467,220,96,0
20260311122706847515,472,219,97,0
20260311122707848344,467,219,95,0
20260311122708856845,467,219,95,0
20260311122709848194,396,219,79,0
20260311122710855306,396,220,79,0
20260311122711854862,518,219,107,0
