timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260311123304964901,510,220,105,0
20260311123305972081,408,220,81,0
20260311123306964073,466,220,95,0
20260311123307970846,431,220,86,0
20260311123308970939,473,220,97,0
20260311123309972995,464,220,95,0
20260311123310974419,466,220,95,0
20260311123311976349,464,220,95,0
20260311123312978141,466,220,95,0
20260311123313978340,468,220,96,0
20260311123314980795,465,220,95,0
20260311123315981071,464,220,95,0
20260311123316983164,466,220,95,0
20260311123317984737,466,220,95,0
20260311123318985297,466,220,95,0
20260311123319988533,466,220,95,0
20260311123320989350,465,220,95,0
20260311123321990532,466,220,95,0
20260311123322991618,465,220,95,0
20260311123323993274,465,220,95,0
20260311123324994944,466,220,95,0
20260311123325996542,465,220,95,0
20260311123326998765,464,220,95,0
20260311123327999925,399,220,80,0
20260311123329000037,394,220,78,0
20260311123330199250,521,220,108,0
